name,address,website,business group,matched business type,Skill IDs,Skill Names,Skill Source
Slauson Super Mall,,,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Michelangelo Ristorante,"2742, Rowena Avenue, Los Angeles, CA",https://www.michelangelo-silverlake.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
ข้าวต้ม ฮอลลีวูด (Hollywood Thai),"5241, Hollywood Boulevard",https://hollywoodthai.net/,Food And Beverage Establishments,Restaurant non quick service,,,none
Cafecito Orgánico,"534, Hoover Street, Los Angeles, CA",,Food And Beverage Establishments,Coffee,,,none
Que Ricos,"712, North Vermont Avenue, Los Angeles",,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Bowery Bungalow,"4156, Santa Monica Boulevard, Los Angeles",https://www.bowerybungalow.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
Tacos Delta,"3806, Sunset Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Kavkaz,,,Food And Beverage Establishments,Restaurant non quick service,,,none
LA Rehearsal Music Studios,,,Food And Beverage Establishments,Music and Entertainment,,,none
Eagle LA,"4219, Santa Monica Boulevard",https://eaglela.com/home/,Food And Beverage Establishments,Bar,,,none
Thai Original BBQ,"5324, Hollywood Boulevard, Thai Town, CA",,Food And Beverage Establishments,Catering,,,none
The Phukaw,"1660, Hobart Boulevard, Thai Town, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Ocha Classic Restaurant,"5310, Hollywood Boulevard",https://ochaclassicrestaurant.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
A-1 Auto Electric & Used Tires,,,Food And Beverage Establishments,Auto Repair and Maintenance,,,none
The Liquor Fountain,,,Food And Beverage Establishments,Brewery,,,none
8 A Auto Repair,,,Food And Beverage Establishments,Medical Equipment Repair and Service,,,none
Lamphu Thai Food,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Los Burritos Mexican Food,,,Food And Beverage Establishments,Food Prep,,,none
Sunset Nursery,"4368, Sunset Boulevard, Los Angeles, CA",https://www.sunsetblvdnursery.com/,Food And Beverage Establishments,Flower Shop,,,none
Virgil Farm MArket,"864, Virgil Avenue, Los Angeles, CA",,Food And Beverage Establishments,Marketing,,,none
American Ranch and Seafood Market,,,Food And Beverage Establishments,Meat and seafood manager,,,none
The Virgil,"4519, Santa Monica Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Bar,,,none
Hobart Auto Center,,,Food And Beverage Establishments,Mechanics,,,none
Hobart Collision Center,,,Food And Beverage Establishments,Auto Body Shop,,,none
Aguilar Market,,,Food And Beverage Establishments,Marketing,,,none
Fox Wholesale Electric,,,Food And Beverage Establishments,Warehouse and Distribution and Logistics,,,none
BESTIES Vegan Paradise,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Universal Grocery & Deli,,,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
G.B. Tune Up & Auto Repair,,,Food And Beverage Establishments,Medical Equipment Repair and Service,,,none
Vaco Precision,,,Food And Beverage Establishments,Manufacturing and Fabrication and Industrial Equipment,,,none
Guatemalteca,"4032, Beverly Boulevard, Wilshire Center, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Goobne,,,Food And Beverage Establishments,Fast Food and Counter Service,,,none
24 Hour Coin Laundry,"3578, West 3rd Street, Little Bangladesh, CA",,Food And Beverage Establishments,Laundry and Janitorial,,,none
কস্তুরী - Kasturi,"3580, West 3rd Street, Little Bangladesh, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Golden Saddle Cyclery,"1618, Lucille Avenue, Los Angeles, CA",,Food And Beverage Establishments,Bicycle Shop,,,none
King Buffet,,,Food And Beverage Establishments,Catering,,,none
ตำหนัก ไทย (Tumnak Thai),"5267, Hollywood Boulevard, Los Angeles",http://www.redcornerasia.com,Food And Beverage Establishments,Restaurant non quick service,,,none
Cruder Pizza,,,Food And Beverage Establishments,Pizza,,,none
Le Gout,"4945, Hollywood Boulevard",https://legoutpastry.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
Lazy Acres Market,"1841, North Western Avenue",https://www.lazyacres.com/find-a-store/los-feliz,Food And Beverage Establishments,Flower Shop,,,none
The Trails Cafe,,,Food And Beverage Establishments,Bar,,,none
Spokes n Stuff,,,Food And Beverage Establishments,Bike Shop,,,none
Mobil Service,,,Food And Beverage Establishments,Customer Service,,,none
Arby's,"5920, West Sunset Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Fast Food and Counter Service,,,none
Cap N' Cork,"1674, Hillhurst Avenue",,Food And Beverage Establishments,Bar,,,none
Castle Body Shop,"1620, Hillhurst Avenue",,Food And Beverage Establishments,Flower Shop,,,none
Best Fckn Hot Chicken,"1670, North Vermont Avenue",https://www.bestfcknhotchicken.com/,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Koo Koo Roo,"301, North Larchmont Boulevard",https://locations.chipotle.com/ca/los-angeles/301-n-larchmont-blvd,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Off Vine,,,Food And Beverage Establishments,Brewery,,,none
Knucklehead Hollywood,,,Food And Beverage Establishments,Bar,,,none
Castex rentals,,,Food And Beverage Establishments,Property Management,,,none
Pavilions,"727, North Vine Street",https://local.pavilions.com/ca/los-angeles/727-n-vine-st.html,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Plant Power,,https://www.plantpowerfastfood.com/find-us,Food And Beverage Establishments,Restaurant non quick service,,,none
Little Joy,"1477, Sunset Boulevard, Los Angeles, CA",https://www.littlejoycocktails.com/,Food And Beverage Establishments,Coffee,,,none
Marino Ristorante,"6001, Melrose Avenue, Hollywood, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Huston's BBQ,"1620, North Cahuenga Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Catering,,,none
TAO Asian Bistro,"6421, Selma Avenue, Los Angeles, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Papaya King,"1645, North Wilcox Avenue, Los Angeles, CA",https://www.papayaking.com/index.php/hollywood,Food And Beverage Establishments,Pizza,,,none
Spitz,"1725, Hillhurst Avenue, Los Angeles, CA",http://eatatspitz.com/,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Chevron,,,Food And Beverage Establishments,Gas Station/Convenience Store,,,none
Room 5 Lounge,,,Food And Beverage Establishments,Hotels and Lodging,,,none
Olympic Pool & Spa Supplies,,,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Buffalo Exchange,,,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Voodoo Doughnut,"7101, Melrose Avenue, Los Angeles, CA",https://locations.chipotle.com/ca/los-angeles/7101-melrose-ave,Food And Beverage Establishments,Pastry,,,none
Pinks Hot Dogs,,,Food And Beverage Establishments,Quick Service and Fast Food,,,none
OVO Flagship Store,"130, North La Brea Avenue, Los Angeles, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
The Short Stop,"1455, W Sunset Blvd, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Andy's Gift & Smoke Shop,"319, North Alvarado Street, Los Angeles, CA",,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Crawfords,,,Food And Beverage Establishments,Restaurant non quick service,,,none
The Satellite,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Leela Thai,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Mush,"1617, Silver Lake Boulevard, Los Angeles, CA",https://www.m-u-s-h.com/,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Spoke Bicycle Cafe,"3050, Los Angeles River Bike Path",,Food And Beverage Establishments,Valet / parking,,,none
Mariscos 4 Vientos,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Ashley HomeStore,"1810, South Broadway, Los Angeles, CA",https://stores.ashleyfurniture.com/store/us/california/los-angeles/7710000044/,Food And Beverage Establishments,Flower Shop,,,none
Audi Downtown LA,"1900, Figueroa Street, Los Angeles, CA",https://www.audidtla.com/,Food And Beverage Establishments,Car dealership,,,none
NAPA Auto Parts,,,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Imperial Mini Market,East Washington Boulevard,,Food And Beverage Establishments,Luxury goods,,,none
Magik Auto Body Shop,"777, East Washington Boulevard, Los Angeles",,Food And Beverage Establishments,Auto Body Shop,,,none
Hillhurst Liquor,"2060, Hillhurst Avenue, Los Angeles",,Food And Beverage Establishments,Brewery,,,none
All-Time (expansion),"2030, Hillhurst Avenue, Los Angeles",,Food And Beverage Establishments,Restaurant non quick service,,,none
Lassen's Natural Foods & Vitamins,"2080, Hillhurst Avenue, Los Angeles",https://www.lassens.com/,Food And Beverage Establishments,Healthcare and Medical,,,none
The Reckless Unicorn,"2124, Hillhurst Avenue",https://therecklessunicorn.com/,Food And Beverage Establishments,Bar,,,none
Western Diagnosis and Repair,"2000, Hillhurst Avenue",,Food And Beverage Establishments,Medical Equipment Repair and Service,,,none
Andy's Super Burger,,,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Bohnhoff Lumber Co.,"3411, East 26th Street, Los Angeles, CA",https://bohnhofflumber.com/,Food And Beverage Establishments,Manufacturing and Fabrication and Industrial Equipment,,,none
Joe K's,,,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Associated of Los Angeles,"2585, East Olympic Blvd., Los Angeles, CA",https://www.turtle.com/contact-us/contact-us-los-angeles,Food And Beverage Establishments,Restaurant non quick service,,,none
Mia Sushi,"4741,4743, Eagle Rock Boulevard",,Food And Beverage Establishments,Sushi,,,none
Cartek Collision,"4802, Eagle Rock Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Auto Body Shop,,,none
El Pescador,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Burger Lounge,,,Food And Beverage Establishments,Bar,,,none
Koreatown Plaza,"928, Western Avenue, Los Angeles, CA",https://www.koreatownplaza.com,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Brother's Korean BBQ,"3680, West 6th Street, Los Angeles, CA",,Food And Beverage Establishments,Catering,,,none
POT - Echo Park,"1933, Echo Park Avenue, Los Angeles, CA",,Food And Beverage Establishments,Marijuana Security,,,none
Beer Belly - Koreatown,"532, South Western Avenue, Los Angeles, CA",https://www.beerbellyla.com/,Food And Beverage Establishments,Brewery,,,none
I Love Boba,,,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
IOTA,,,Food And Beverage Establishments,Cryptocurrency Trading Platform,,,none
Beverly Hills BMW,"5070, Wilshire Boulevard, Los Angeles",https://www.bmwofbeverlyhills.com/,Food And Beverage Establishments,Luxury goods,,,none
Beverly Hills BMW Service Center,,,Food And Beverage Establishments,Customer Service,,,none
Vamco,,,Food And Beverage Establishments,Food and Beverage,,,none
Soowon Galbi,"856, South Vermont Avenue",,Food And Beverage Establishments,Restaurant non quick service,,,none
Daedo Skidang,"4001, West 6th Street, Los Angeles, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Puertos Del Pacifico,"1240, Soto Street, los angeles",http://www.puertosdelpacifico.net,Food And Beverage Establishments,Restaurant non quick service,,,none
Goodwill - Los Angeles Outlet Store,"3150, San Fernando Road, Los Angeles, CA",https://www.goodwillsocal.org/shop/store/,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Counterpoint Records & Books,"5911, Franklin Avenue, Los Angeles, CA",http://www.counterpointrecordsandbooks.com/,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Gelson's Market,Franklin Avenue,https://www.gelsons.com/,Food And Beverage Establishments,Marketing,,,none
La Poubelle Bistro & Bar,"5907, Franklin Avenue, Los Angeles, CA",http://www.lapoubellebistro.com/,Food And Beverage Establishments,Bar,,,none
Oaks Gourmet Market,"1915, Bronson Avenue, Los Angeles, CA",https://www.theoaksgourmet.com/,Food And Beverage Establishments,Flower Shop,,,none
Sonagi Korean BBQ,,,Food And Beverage Establishments,Catering,,,none
Yengmani,,,Food And Beverage Establishments,Sushi,,,none
TGI Korean BBQ,"2585, West Olympic Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Catering,,,none
The Dragon Restaurant,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Rain,,,Food And Beverage Establishments,Bakery,,,none
Strada,"825, James M Wood Boulevard, Los Angeles",https://stradadtla.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
Hill Grill,"1061, Hill Street, Los Angeles, CA",http://hillgrilldtla.com/,Food And Beverage Establishments,Pizza,,,none
DAMA,"612, East 11th Street, Los Angeles, CA",,Food And Beverage Establishments,Food and Beverage,,,none
Atwater Canyon,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Baracoa Cuban Cafe,"3175, Glendale Boulevard, Los Angeles, CA",https://baracoacubancafe.net,Food And Beverage Establishments,Bar,,,none
Dr. Gracie S Ner OD,"3171, Glendale Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Healthcare and Medical,,,none
Continental Fleet Paint & Body,"2021, East 25th Street, Los Angeles, CA",,Food And Beverage Establishments,Automotive - Body Shop,,,none
G&G Quality Case,"2025, East 25th Street, Los Angeles, CA",https://ggqualitycase.com/,Food And Beverage Establishments,Food Prep,,,none
Terminal Hardware,"1824, E 22nd St, Los Angeles, CA",http://www.terminalhardware.com/,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Victoria's Tacos & Grill,,https://victoriastacosandgrill.com/,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Habitat Coffee,"3708, Eagle Rock Boulevard, Los Angeles, CA",https://www.habitatcoffeela.com/,Food And Beverage Establishments,Coffee,,,none
Baller Hardware,"2505, Hyperion Avenue",https://www.ballerhardware.com/,Food And Beverage Establishments,Manufacturing and Fabrication and Industrial Equipment,,,none
Hair Spectrum,"2439, Hyperion Avenue",,Food And Beverage Establishments,"Hair Spectrum best matches the business type of ""Hair and Beauty Salon.""",,,none
Electric Ave Silverlake,"2300, Hyperion Avenue, Los Angeles, CA",https://www.electricavesilverlake.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
Huicho's Bakery,,,Food And Beverage Establishments,Pastry,,,none
Highly Likely,"4310, West Jefferson Boulevard, Los Angeles, CA",https://www.itshighlylikely.com,Food And Beverage Establishments,Food Prep,,,none
Illa Canna,"4324, West Jefferson Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Marijuana Security,,,none
J&S Onestop,"4220, West Olympic Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Feng Mao,"3901, West Olympic Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Somos Oaxaca,"3224, Venice Boulevard, Los Angeles",https://somosoaxaca.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
Trejo‘s Tacos,"1048, La Brea Avenue, Los Angeles, CA",https://trejostacos.com/la-brea,Food And Beverage Establishments,Pastries,,,none
El Hermano Centroamericano,"3419, Venice Boulevard",,Food And Beverage Establishments,Restaurant non quick service,,,none
Lous Garage,"3429, Venice Boulevard",,Food And Beverage Establishments,Parking Garage,,,none
Royal Greens Cannabis Dispensary,"5067, Washington Boulevard, Los Angeles, CA",https://www.royalgreensla.com/,Food And Beverage Establishments,Marijuana Security,,,none
Collins Fish Market,"4873, West Adams Boulevard, Los Angeles, CA",https://collinsfishmarket.com,Food And Beverage Establishments,Fishmonger,,,none
Belen Flowers,,,Food And Beverage Establishments,Flower Shop,,,none
Fusion Burgers,,,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Unico,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Zebulon L.A.,"2478, Fletcher Drive, Los Angeles, CA",https://zebulon.la/,Food And Beverage Establishments,Restaurant non quick service,,,none
Cypress Best Burgers,,,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Guanajuato Tires & Auto Repair,"4016, N Figueroa Street",,Food And Beverage Establishments,Mechanics,,,none
Foremost Liquors,,,Food And Beverage Establishments,Food and Beverage,,,none
Edmondson Faculty Center,,https://www.theedmondson.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
Permenant Records Roadhouse,,,Food And Beverage Establishments,Bar,,,none
King Taco (addition),"1118, Cypress Avenue, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Joy,"5100, York Boulevard, Los Angeles, CA",https://www.joyonyork.com/,Food And Beverage Establishments,Joy best matches with a Flower Shop.,,,none
Tacos Chapalita,,,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Taco Fiesta,"4501, North Figueroa Street",,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
The Heights Deli & Bottle Shop,"2927, North Broadway, Los Angeles, CA",http://www.theheightsdeli.com,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Chico's,,,Food And Beverage Establishments,Coffee,,,none
Pomona Market,,,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Dino's Burgers,"2817, North Main Street, Los Angeles, CA",,Food And Beverage Establishments,Meat and seafood manager,,,none
La Fortuna Market,,,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Alpine Auto,,,Food And Beverage Establishments,Auto Repair Shop,,,none
Laundry King,"6400, York Boulevard",,Food And Beverage Establishments,Tailor,,,none
Maya's Restaurant,"200, South Ave 19, Los Angeles, CA",,Food And Beverage Establishments,Catering,,,none
Offbeat Bar,"6316, York Boulevard, Los Angeles",https://offbeatbar.com/,Food And Beverage Establishments,Bar,,,none
Carvanza Hardware,"6324, York Boulevard",,Food And Beverage Establishments,Hardware Store,,,none
Mr. Holmes Bakehouse,,,Food And Beverage Establishments,Baking,,,none
Kitchen Mouse,,,Food And Beverage Establishments,Kitchen Staff,,,none
Commerce Lube Center,,,Food And Beverage Establishments,Flower Shop,,,none
Candelas Guitars,"2724, Cesar E Chavez Avenue, Los Angeles, CA",https://www.candelas.com/,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Hierba Dispensary,,,Food And Beverage Establishments,Marijuana Security,,,none
Eagle Rock Plaza,"2700, Colorado Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Large Retailers,,,none
Las Palmitas,East 3rd Street,,Food And Beverage Establishments,Restaurant non quick service,,,none
Auto Supply Co.,"3700, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Warehouse and Distribution and Logistics,,,none
Thai Daily BBQ,"3552, Cesar E Chavez Avenue, Los Angeles, CA",thaidailybbq.com,Food And Beverage Establishments,Catering,,,none
Professional Barber Shop,"3544, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Brooklyn Hardware,"3734, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Electronics and computer Repair,,,none
Tiki Shack,"3787, East 3rd Street, Los Angeles",,Food And Beverage Establishments,Restaurant non quick service,,,none
E Los Angeles Laundromat,"East 3rd Street, Los Angeles",,Food And Beverage Establishments,Luxury goods,,,none
Betty's Store,"3555, Cesar E Chavez Avenue, Los Angeles",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Castañeda Crollett Mortuary,,,Food And Beverage Establishments,Funeral Home,,,none
King Cole Pizza,,,Food And Beverage Establishments,Pizza,,,none
Sinclair,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Cemitas Poblanas Juquilita,"532, S Lorena St, Los Angeles, CA",https://www.cemitaspoblanasjuquilita.com/,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Genovese's,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Leonardos De Huntington Park,"6617, Wilson Avenue, Los Angeles, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Carter's,,,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
dd's Discounts,,,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Maravilla Meat Market,"4732, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Tamales Lilianas,"4619, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Pastries,,,none
7 Lucky Market,"605, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food,,,none
El Buen Dia Market,"4708, Hammel Street, Los Angeles, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
El Sauz,"4432, San Fernando Road",,Food And Beverage Establishments,Restaurant non quick service,,,none
Advanced Auto,,,Food And Beverage Establishments,Auto Repair and Maintenance,,,none
Bricks Restaurant & Sports Bar,,,Food And Beverage Establishments,Bar,,,none
JCPenney,,,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
In-N-Out Burger,"6000, Pacific Boulevard, Huntington Park, CA",https://locations.in-n-out.com/74,Food And Beverage Establishments,Quick Service and Fast Food,,,none
La Curacao,,,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Steven's Steak and Seafood House,"5332, Stevens Place, Commerce, CA",,Food And Beverage Establishments,Meat and seafood manager,,,none
Magueys Sports Bar & Cantina,,,Food And Beverage Establishments,Bar,,,none
Pacific Equipment Company,"2559, South Eastern Avenue, Commerce, CA",,Food And Beverage Establishments,Heavy Equipment Operators,,,none
Commerce Tires & Service,"5408, East Washington Boulevard, Commerce, CA",ctands.net/,Food And Beverage Establishments,Customer Service,,,none
Palmpring Organic Coconut Mattress,"5334, East Washington Boulevard, Commerce, CA",https://www.palmpringusa.com/,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Tony's Donut House,,,Food And Beverage Establishments,Baking,,,none
Rudy's Auto Parts,"7917, Seville Avenue, Huntington Park, CA",,Food And Beverage Establishments,Auto Parts Store,,,none
Imaliy's Boutique,"7922, Seville Avenue, Huntington Park, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Adriana Fajas Colombianas,"7912, Huntington Park",,Food And Beverage Establishments,Retail and Cashier and Customer Service,,,none
Super Mart,"8011, Seville Avenue, Huntington, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
El Sinaloense,"7915, Seville Avenue, Huntington Park, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Northgate González Market,"2633, Santa Ana Street, South Gate, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Shinano,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Baja Cali Fish & Tacos,"2001, West Valley Boulevard, Alhambra, CA",,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Chonitos Mexican Restaurant,"2505, West Valley Boulevard, Alhambra, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Acura of Glendale,,,Food And Beverage Establishments,Car dealership,,,none
Nordstrom,,https://www.nordstrom.com/store-details/nordstrom-at-the-americana-at-brand,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Car Pros Kia Glendale,"400, South Brand Boulevard",,Food And Beverage Establishments,Car Pros Kia Glendale best matches the business type of Automotive Sales and Service.,,,none
Car Pros,"1620, South Brand Boulevard, Glendale, CA",http://www.labimmers.com/glendale-bmw,Food And Beverage Establishments,Car Pros best matches the business type of Automotive Repair and Service.,,,none
New Century Volkswagen,,,Food And Beverage Establishments,Car dealership,,,none
Chevrolet,"1400, South Brand Boulevard",,Food And Beverage Establishments,Trucking and Drivers,,,none
Star Used Cars,,,Food And Beverage Establishments,Used Car Dealership,,,none
Cruzita's Deli and Cafe,"7121, State Street, Huntington Park, CA",https://www.cruzitasdeliandcafe.com/,Food And Beverage Establishments,Food and Beverage,,,none
Bill's Liquor & Jr. Market,,,Food And Beverage Establishments,Brewery,,,none
Coldest Beer In Town / Tinfoil,,,Food And Beverage Establishments,Brewery,,,none
Big Mama's Donuts,,,Food And Beverage Establishments,Pastries,,,none
Book Show,,,Food And Beverage Establishments,Restaurant non quick service,,,none
The Liquor Store,"3563, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Brewery,,,none
East Side Smoke Shop,"3549, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Taqueria La Que Si Llena,"3630, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
La Mexicana Bakery,"3626, Cesar E Chavez Avenue, Los Angeles, CA",,Food And Beverage Establishments,Pastry,,,none
Tortas World Famous Mexican Sandwich,"3701, North Rowan Avenue, Los Angeles, CA",,Food And Beverage Establishments,Sushi,,,none
Zozaya Market & Liquor,"116, North Rowan Avenue, Los Angeles",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
L.A. Live,,,Food And Beverage Establishments,Restaurant non quick service,,,none
El Rinconcito- Cafe y Taqueria,"4170, Beverly Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
America's Tire,"1327, South Glendale Avenue, Glendale, CA",,Food And Beverage Establishments,Tire and Automotive Services,,,none
Milk Shop,"7150, Melrose Avenue, Los Angeles, CA",https://milkbarstore.com/location/los-angeles/,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Shreebs,,,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Volkswagen of Downtown LA,"1900, Figueroa Street, Los Angeles, CA",https://www.vwofdtla.com/,Food And Beverage Establishments,Car dealership,,,none
Taix,"1911, Sunset Boulevard",http://taixfrench.com/,Food And Beverage Establishments,Restaurant non quick service,,,none
Bernardo's Carburator & Fuel,"4116, N Figueroa Street",,Food And Beverage Establishments,Mechanics,,,none
El Zarape Kitchen,"5203, Fountain Avenue, Los Angeles, CA",https://elzarapekitchen.com/,Food And Beverage Establishments,Kitchen Staff,,,none
Tacos Al Pastor,,,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
Kar Masters,,,Food And Beverage Establishments,Auto Repair Shop,,,none
Santa Tire Depot,,,Food And Beverage Establishments,Flower Shop,,,none
Seda's Printing,,,Food And Beverage Establishments,Printing and Graphic Design,,,none
Psychic Tarot Readings,,,Food And Beverage Establishments,Psychic Tarot Readings best matches the business type of Retail and Cashier and Customer Service.,,,none
RC & LV,"1884, E 22nd St, Los Angeles, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
Coffee M.CO,"2580, West Olympic Boulevard, Los Angeles, CA",https://www.coffeemco.com/,Food And Beverage Establishments,Coffee,,,none
Two Guys Plaza,"1133, South Vermont Avenue, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food and Counter Service,,,none
L.A. Security Storage,,,Food And Beverage Establishments,Security,,,none
Western Diagnosis & Repair,,,Food And Beverage Establishments,Medical Equipment Repair and Service,,,none
Dino's Famous Chicken,"2575, West Pico Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Quick Service and Fast Food,,,none
Ma Dang Courtyard,,,Food And Beverage Establishments,Restaurant non quick service,,,none
Conny Fashion,"2482, West Pico Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Upholstery,,,none
Pulgarcito Market,"2484, West Pico Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Grocery Stores and Large Retailers,,,none
Leilah's Barber Shop,"1308, South Vermont Avenue, Los Angeles, CA",,Food And Beverage Establishments,Flower Shop,,,none
Rodeo Room,"1306, South Vermont Avenue, Los Angeles, CA",,Food And Beverage Establishments,Bar,,,none
Pan Victoria,"1312, South Vermont Avenue, Los Angeles, CA",,Food And Beverage Establishments,Pastry,,,none
Nutrición González,"1310, South Vermont Avenue, Los Angeles, CA",,Food And Beverage Establishments,Nutrición González best matches the business type of Food Prep.,,,none
Nina Religión,"2506, West Pico Boulevard, Los Angeles, CA",,Food And Beverage Establishments,Restaurant non quick service,,,none
